Name	Total	Bin.1	Bin.2	Bin.3	Bin.4	Bin.5	Bin.6	Bin.7	Bin.8	Bin.9	Bin.10	Bin.11	Bin.12
apFAB49--apFAB851	3271	655	461	0	0	0	0	49	759	1117	229	1	0
apFAB93--BBa_J61108	3271	811	581	0	0	0	0	0	0	28	567	1079	205
apFAB30--apFAB904	3270	676	543	0	0	18	6	0	4	0	51	18	1954
apFAB134--salis-2-4	3270	1357	1224	443	163	39	0	0	0	3	41	0	0
apFAB130--BBa_J61103	3268	1175	1259	404	201	147	8	0	25	0	49	0	0
galP1--GSGV_RBS	3267	943	1275	343	389	117	46	50	10	0	94	0	0
apFAB94--apFAB837	3266	858	540	3	0	0	1	0	0	1	1	0	1862
apFAB149--salis-1-10	3264	1232	1175	317	180	240	0	53	0	0	66	0	1
apFAB39--apFAB866	3263	528	365	0	0	0	1	12	258	1660	439	0	0
apFAB50--BBa_J61113	3263	641	445	0	53	0	1	0	0	0	590	1159	374
apFAB61--BBa_J61112	3261	732	463	0	0	0	0	0	0	1	3	576	1486
apFAB100--apFAB862	3260	444	329	0	0	0	1	1	0	43	301	1616	525
PLTETo1--apFAB894	3259	565	369	0	0	0	2	0	6	132	1119	1066	0
apFAB134--apFAB848	3254	1470	1179	104	183	172	3	32	0	0	0	0	111
apFAB79--apFAB909	3252	528	368	0	0	0	0	0	0	33	12	844	1467
apFAB322--Bujard_RBS	3250	721	489	0	0	0	0	0	0	0	0	49	1991
apFAB57--salis-1-21	3249	686	434	0	0	0	0	0	0	1	1	26	2101
apFAB103--BBa_J61104	3248	726	461	54	0	2	366	1285	352	0	0	1	1
apFAB46--BBa_J61130	3247	437	318	0	0	0	0	0	5	344	954	1082	107
apFAB129--BBa_J61126	3247	1114	1212	362	368	72	0	117	0	0	2	0	0
BBa_J23119--BBa_J61137	3247	741	441	0	0	0	0	1	0	0	0	53	2011
pLlacO1--apFAB844	3245	810	605	0	18	0	2	179	653	715	263	0	0
apFAB42--BBa_J61124	3244	673	742	344	922	377	141	45	0	0	0	0	0
apFAB32--BBa_J61115	3244	759	484	0	0	0	17	13	637	948	323	63	0
apFAB30--apFAB861	3243	452	366	0	0	1	0	3	0	20	616	1507	278
apFAB44--apFAB867	3241	545	403	2	0	2	0	16	710	1293	270	0	0
apFAB44--BBa_J61115	3238	624	416	0	0	1	0	1	88	563	1264	234	47
apFAB33--apFAB918	3237	787	532	0	2	0	302	943	577	90	4	0	0
apFAB140--apFAB884	3237	595	403	1	0	0	0	1	0	0	36	799	1402
apFAB150--JBEI_RBS	3237	687	435	0	0	0	0	1	7	1	44	4	2058
apFAB85--apFAB827	3237	521	373	0	0	0	0	21	11	1	1	518	1791
PLTETo1--BBa_J61118	3237	662	468	1	64	792	855	361	34	0	0	0	0
apFAB46--apFAB866	3235	501	333	0	0	0	1	0	0	119	982	1299	0
apFAB79--apFAB901	3232	600	376	0	0	0	1	0	0	0	0	483	1772
apFAB31--BBa_J61110	3231	403	289	0	0	0	0	1	0	326	1389	580	243
apFAB31--apFAB864	3230	777	682	2	0	20	337	833	578	0	1	0	0
apFAB38--BBa_J61120	3230	1087	928	652	324	123	0	22	0	61	33	0	0
apFAB48--BBa_J61122	3229	789	536	0	0	40	748	994	83	38	1	0	0
apFAB103--apFAB894	3229	492	333	0	0	0	0	0	13	1008	1245	138	0
apFAB39--apFAB862	3228	528	367	0	1	0	0	0	2	0	88	1753	489
apFAB63--JBEI_RBS	3227	791	556	0	0	0	0	0	0	15	0	1	1864
apFAB89--GSGV_RBS	3226	684	493	32	56	750	814	390	7	0	0	0	0
apFAB100--BBa_J61134	3224	469	314	0	0	0	0	0	0	1047	1123	271	0
apFAB347--salis-1-3	3224	668	481	1	0	0	0	0	0	0	10	29	2035
apFAB323--Alon_RBS	3223	896	596	0	0	0	0	0	0	0	0	18	1713
apFAB94--apFAB922	3223	795	579	0	18	745	779	270	31	0	0	0	6
apFAB42--apFAB895	3222	511	403	0	0	0	0	0	13	110	764	1317	104
apFAB49--salis-3-11	3218	1233	890	520	369	169	36	0	0	0	0	0	1
apFAB56--apFAB867	3217	757	581	0	0	6	1	511	1015	309	12	0	25
apFAB139--salis-3-3	3217	1203	1183	274	281	183	0	79	14	0	0	0	0
apFAB93--BBa_J61119	3216	750	528	0	0	0	0	1	31	773	566	452	115
apFAB45--apFAB862	3215	478	313	29	0	0	0	0	4	103	865	1382	41
apFAB87--salis-1-1	3215	717	516	0	2	23	70	464	1063	309	51	0	0
apFAB79--apFAB873	3214	712	558	1	0	136	759	881	163	3	1	0	0
PLTETo1--apFAB909	3214	468	341	0	0	0	0	0	0	50	726	1339	290
apFAB341--apFAB865	3213	528	398	0	0	0	1	0	0	0	1	1019	1266
apFAB80--apFAB927	3213	482	307	0	0	0	0	0	0	4	46	1902	472
apFAB139--BBa_J61122	3212	1402	1249	235	246	59	0	21	0	0	0	0	0
apFAB53--B0032_RBS	3212	640	456	0	0	0	1	0	0	569	995	551	0
apFAB81--BBa_J61100	3211	1042	1201	567	175	176	1	0	0	0	49	0	0
apFAB87--BBa_J61122	3210	772	579	0	0	217	514	934	166	20	8	0	0
pTrc*--apFAB861	3210	407	286	2	0	0	1	1	1	1	21	233	2257
apFAB93--apFAB868	3210	738	566	0	0	8	0	1	9	478	621	673	116
apFAB85--BBa_J61125	3208	1096	1107	472	182	165	0	0	0	0	186	0	0
apFAB92--apFAB851	3205	576	342	1	0	0	0	1	0	1	55	1139	1090
apFAB33--apFAB912	3203	591	399	0	0	0	0	0	0	25	0	114	2074
apFAB32--apFAB856	3202	464	358	0	0	0	0	12	1	5	158	1468	736
apFAB100--apFAB895	3201	672	508	0	0	4	54	176	1313	473	1	0	0
lacUV5--apFAB923	3200	657	434	0	0	1	27	29	202	1267	583	0	0
apFAB95--apFAB843	3199	692	467	0	0	0	2	89	1472	369	57	0	51
apFAB50--apFAB909	3199	520	370	0	0	0	0	2	0	0	55	872	1380
apFAB30--apFAB916	3197	626	396	21	0	2	5	0	0	5	0	185	1957
apFAB46--BBa_J61106	3194	408	298	0	0	1	0	0	23	1197	1125	142	0
apFAB96--apFAB867	3194	282	249	0	1	0	0	0	50	1316	859	437	0
apFAB341--apFAB876	3193	857	599	44	1	0	0	0	0	0	0	55	1637
apFAB31--BBa_J61104	3192	402	281	0	1	0	1	0	5	114	769	1492	127
lacUV5--apFAB873	3191	1128	1287	402	233	70	12	0	10	0	49	0	0
apFAB96--apFAB890	3191	756	473	0	0	0	89	983	684	151	54	0	1
apFAB29--apFAB892	3190	646	443	0	1	0	0	29	779	950	146	169	27
apFAB48--apFAB861	3189	614	402	57	0	0	1	17	7	67	364	1505	155
apFAB42--BBa_J61112	3189	411	298	0	1	0	0	0	0	49	135	1705	590
apFAB67--apFAB883	3188	611	402	0	0	0	0	0	0	0	52	49	2074
galP1--BBa_J61115	3188	791	558	246	436	921	158	40	37	0	0	0	1
apFAB50--apFAB845	3185	382	296	0	0	0	0	1	0	0	0	1371	1135
PLTETo1--apFAB883	3185	540	344	0	0	0	1	0	8	887	1039	366	0
apFAB32--apFAB854	3185	426	322	0	0	1	2	0	12	160	855	1407	0
apFAB98--salis-1-10	3184	730	490	2	1	5	45	304	818	789	0	0	0
apFAB61--apFAB827	3184	609	450	0	0	0	0	0	0	0	0	1	2124
apFAB48--Plotkin_RBS	3181	578	414	0	0	0	0	0	0	0	6	68	2115
apFAB100--BBa_J61112	3180	522	375	1	0	4	0	0	1	1	34	1335	907
apFAB44--BBa_J61139	3178	742	530	14	35	973	660	189	12	0	23	0	0
apFAB32--BBa_J61104	3176	656	428	0	25	38	128	1192	592	49	0	0	68
apFAB64--salis-1-10	3176	771	480	0	0	1	0	0	2	141	591	1190	0
apFAB95--salis-3-11	3173	735	490	0	0	4	24	156	1250	504	10	0	0
apFAB45--apFAB890	3171	582	404	2	0	0	363	1253	454	112	0	1	0
apFAB39--apFAB832	3171	454	352	0	0	0	1	0	0	11	146	1255	952
apFAB79--apFAB844	3171	464	321	0	0	0	0	0	29	489	1417	206	245
apFAB54--apFAB892	3169	675	479	0	0	0	0	0	0	0	1	142	1872
apFAB96--BBa_J61101	3167	710	447	0	0	0	5	63	899	914	128	0	1
apFAB79--apFAB894	3165	480	346	0	0	0	0	0	0	0	4	534	1801
apFAB97--apFAB856	3159	608	417	0	0	0	0	0	0	85	122	1675	252
apFAB53--apFAB869	3159	611	396	0	0	224	652	1123	152	0	0	0	1
apFAB94--BBa_J61106	3158	693	479	1	0	1	2	121	1257	470	134	0	0
apFAB103--apFAB833	3157	582	459	38	1	1	1	0	6	56	331	1504	178
apFAB129--apFAB848	3155	744	471	0	0	35	236	952	665	32	20	0	0
apFAB38--salis-3-3	3155	559	403	2	0	1	28	24	486	1166	330	156	0
lacUV5--Alon_RBS	3155	378	236	0	0	0	0	1	3	0	14	555	1968
apFAB66--apFAB904	3152	741	536	0	9	1	0	0	0	0	2	0	1863
apFAB75--Alon_RBS	3150	872	581	0	0	0	0	0	0	0	0	5	1692
apFAB94--BBa_J61124	3150	730	470	14	140	1019	650	71	54	1	1	0	0
apFAB42--GSG_RBS	3150	707	510	28	43	2	0	0	0	725	678	407	50
apFAB98--apFAB848	3148	757	557	0	0	10	6	1	836	756	225	0	0
apFAB103--apFAB854	3147	608	371	0	0	1	0	49	349	1424	345	0	0
apFAB94--apFAB845	3145	551	417	0	0	0	0	0	0	239	804	1133	1
apFAB129--BBa_J61115	3145	1358	1120	327	139	166	24	11	0	0	0	0	0
apFAB101--BBa_J61125	3143	480	341	0	0	0	0	0	0	0	32	683	1607
J23101--salis-1-5	3139	802	481	0	0	0	0	0	1	5	0	0	1850
apFAB42--apFAB871	3137	639	446	0	46	1221	526	238	0	21	0	0	0
apFAB129--salis-1-1	3137	759	576	0	0	29	54	614	799	194	112	0	0
apFAB81--BBa_J61126	3137	1188	1273	131	199	114	45	127	49	0	11	0	0
apFAB92--apFAB856	3137	433	320	0	0	0	1	0	1	0	501	1821	60
apFAB306--salis-1-5	3135	655	441	0	0	1	0	0	1	28	54	1270	685
apFAB82--apFAB826	3135	692	410	108	178	1170	348	89	131	0	7	1	1
galP1--apFAB918	3131	1056	1111	494	269	91	43	0	1	0	66	0	0
apFAB54--apFAB843	3130	848	548	0	0	0	26	517	888	227	75	0	1
apFAB85--BBa_J61115	3129	609	425	0	0	1	0	0	372	1278	444	0	0
apFAB115--B0032_RBS	3129	801	555	123	96	960	447	135	11	0	0	0	1
BBa_J23119--apFAB832	3126	583	403	0	0	0	0	0	0	0	0	90	2050
apFAB81--BBa_J61113	3123	1079	1372	322	119	0	4	95	8	48	76	0	0
pLlacO1--BBa_J61133	3119	977	1042	416	250	304	105	0	10	0	15	0	0
apFAB29--BBa_J61122	3118	714	469	41	95	645	672	324	142	16	0	0	0
apFAB80--apFAB918	3117	550	385	0	0	0	0	0	0	925	1016	241	0
apFAB80--apFAB873	3116	693	452	44	0	0	70	711	990	131	25	0	0
apFAB45--apFAB860	3115	400	258	0	1	1	0	0	3	493	426	1289	244
apFAB82--salis-1-5	3113	880	1060	590	314	170	0	69	0	0	29	0	1
apFAB29--apFAB914	3113	757	487	0	1	0	0	178	770	601	319	0	0
apFAB100--apFAB918	3108	667	454	0	0	0	138	580	1090	156	23	0	0
galP1--BBa_J61132	3107	630	414	301	498	1080	97	67	20	0	0	0	0
galP1--BBa_J61125	3106	1278	1117	279	231	180	21	0	0	0	0	0	0
apFAB29--apFAB826	3105	419	257	0	1	0	0	0	0	68	730	1339	291
apFAB93--BBa_J61103	3105	870	608	0	0	26	0	260	796	396	55	4	90
apFAB31--GSG_RBS	3104	572	343	0	0	0	0	0	0	362	1154	519	154
apFAB81--apFAB831	3101	586	396	0	0	1	0	0	0	0	13	57	2048
apFAB45--BBa_J61101	3099	795	1026	318	504	393	0	49	0	1	13	0	0
apFAB29--BBa_J61101	3098	722	461	0	37	748	767	331	32	0	0	0	0
apFAB97--apFAB827	3097	700	434	0	0	1	0	0	1	0	162	1798	1
apFAB134--apFAB923	3096	1312	1134	260	206	139	0	0	45	0	0	0	0
PLTETo1--apFAB869	3095	738	572	33	101	1232	392	0	27	0	0	0	0
apFAB79--apFAB831	3093	449	319	0	0	0	0	0	0	3	73	1363	886
apFAB115--Plotkin_RBS	3092	806	566	0	0	0	0	0	0	0	1	0	1719
apFAB92--apFAB901	3090	493	349	0	1	0	0	0	0	0	28	1396	823
apFAB39--apFAB856	3089	481	329	1	5	0	0	1	0	0	39	1373	860
apFAB96--apFAB868	3088	659	495	0	1	1	240	1159	353	179	1	0	0
apFAB323--apFAB884	3088	742	511	0	0	0	0	0	0	0	0	1	1834
apFAB32--BBa_J61111	3087	688	470	0	0	1	50	148	1125	523	82	0	0
apFAB36--BBa_J61120	3083	495	311	1	19	0	0	0	0	0	281	1377	599
apFAB75--salis-1-3	3083	511	382	1	1	0	0	0	0	0	0	321	1867
galP1--Invitrogen_RBS	3083	814	557	0	3	426	567	654	62	0	0	0	0
apFAB42--apFAB869	3079	634	444	0	1	0	0	0	732	989	278	0	1
apFAB321--salis-1-1	3078	715	439	0	0	0	0	0	0	0	0	505	1419
apFAB96--apFAB826	3077	612	441	0	0	0	1	0	0	0	203	1531	289
apFAB79--apFAB843	3075	688	430	0	9	10	311	966	478	181	0	2	0
apFAB93--BBa_J61124	3075	915	636	0	0	0	82	274	966	197	0	4	1
apFAB65--salis-4-7	3074	507	342	0	0	0	0	0	0	0	0	601	1624
apFAB54--GSGV_RBS	3074	432	289	0	1	0	0	0	0	312	1464	496	80
apFAB338--salis-4-2	3073	735	492	0	1	0	0	1	0	0	33	1120	691
apFAB92--apFAB861	3072	430	308	0	0	0	1	0	0	1	103	1492	737
apFAB341--Anderson_RBS	3071	825	578	0	0	0	0	0	0	1	1	33	1633
apFAB42--apFAB821	3068	425	339	0	0	1	0	0	1	80	947	1253	22
apFAB42--apFAB901	3068	444	313	0	0	0	4	0	0	1	0	447	1859
apFAB67--apFAB927	3067	639	447	0	0	0	0	0	1	0	0	1042	938
lacUV5--BBa_J61122	3067	918	809	522	368	309	101	18	5	17	0	0	0
apFAB40--BBa_J61107	3067	584	325	0	0	0	0	0	81	1004	865	208	0
apFAB89--BBa_J61139	3066	617	711	196	597	738	119	75	0	0	13	0	0
apFAB30--apFAB889	3065	512	383	0	0	0	1	0	2	1	64	296	1806
apFAB341--apFAB909	3064	728	483	0	0	0	1	0	1	1	1	0	1849
apFAB32--BBa_J61119	3064	731	480	0	0	30	37	661	851	272	0	0	2
apFAB115--Bujard_RBS	3064	715	530	0	0	0	0	0	0	1	1	27	1790
apFAB345--apFAB912	3063	766	551	0	0	0	0	0	5	1	0	3	1737
apFAB101--BBa_J61134	3061	551	400	20	4	0	0	1	0	1	112	1580	392
apFAB140--apFAB917	3061	649	392	0	0	1	0	0	1	1	20	434	1563
apFAB67--apFAB909	3060	831	530	0	0	0	0	0	0	0	0	54	1645
apFAB149--salis-3-11	3060	1398	1102	236	115	113	0	0	1	0	0	95	0
apFAB68--BBa_J61137	3060	479	302	1	0	1	0	0	0	0	61	802	1414
apFAB82--BBa_J61109	3060	1253	1170	311	146	54	0	19	0	0	107	0	0
apFAB101--BBa_J61131	3058	497	335	0	0	0	0	0	0	1	408	1170	647
apFAB94--salis-2-3	3057	575	391	0	0	0	0	1	0	0	20	315	1755
apFAB103--apFAB820	3057	800	531	0	0	0	18	629	1011	53	14	0	1
apFAB32--apFAB892	3057	753	553	0	0	0	1	472	1214	63	0	1	0
pLlacO1--apFAB864	3056	1061	1056	255	316	261	74	32	0	1	0	0	0
apFAB46--apFAB843	3055	559	369	0	0	0	0	83	947	908	189	0	0
apFAB32--B0032_RBS	3053	678	442	0	0	0	0	142	1086	569	136	0	0
apFAB79--salis-4-7	3053	343	234	0	0	0	0	0	0	0	0	201	2275
apFAB322--B0030_RBS	3049	841	560	1	10	0	10	0	0	1	17	6	1603
apFAB45--apFAB826	3048	506	403	0	0	31	0	0	234	1173	526	175	0
apFAB32--apFAB909	3048	563	467	0	0	0	0	2	0	0	39	1079	898
J23101--salis-1-21	3047	640	486	0	0	0	0	0	0	0	43	173	1705
apFAB57--apFAB912	3047	675	468	0	0	0	0	0	0	1	34	600	1269
apFAB100--apFAB910	3046	532	316	0	25	15	0	0	0	0	0	242	1916
apFAB98--apFAB884	3046	684	452	0	0	116	592	993	189	0	20	0	0
apFAB85--apFAB831	3045	635	414	0	0	0	0	0	0	0	1	71	1924
apFAB29--BBa_J61125	3045	1325	967	410	185	106	2	17	33	0	0	0	0
apFAB44--apFAB827	3041	511	376	0	0	2	0	0	1	0	40	993	1118
apFAB40--BBa_J61128	3041	690	543	0	0	0	226	657	736	187	2	0	0
apFAB85--apFAB871	3039	1097	1131	200	237	123	104	66	0	33	48	0	0
apFAB76--apFAB834	3039	659	502	0	0	0	0	0	0	2	96	442	1338
apFAB38--apFAB863	3036	746	521	0	0	9	54	213	1053	305	135	0	0
apFAB94--BBa_J61111	3035	703	426	0	0	21	303	867	546	168	0	0	1
apFAB94--apFAB867	3034	704	454	1	0	1	0	46	630	906	292	0	0
apFAB81--BBa_J61133	3032	1138	1194	479	124	43	0	54	0	0	0	0	0
apFAB31--BBa_J61132	3031	358	224	0	20	0	0	0	0	0	24	706	1699
pLlacO1--apFAB909	3030	474	329	0	0	0	0	0	0	0	154	1419	654
apFAB53--BBa_J61109	3029	693	442	0	2	15	72	504	1032	268	0	1	0
apFAB94--apFAB923	3028	572	402	0	0	0	0	0	0	0	4	426	1624
pLlacO1--apFAB848	3026	608	415	0	0	0	0	0	0	6	12	190	1795
apFAB39--BBa_J61103	3026	716	480	3	0	20	109	852	665	133	48	0	0
apFAB134--salis-1-21	3026	1289	1296	51	184	169	0	36	0	0	1	0	0
apFAB97--apFAB867	3024	739	484	0	0	0	0	130	860	491	227	93	0
apFAB61--apFAB884	3023	575	407	0	0	0	0	0	0	0	7	0	2034
apFAB95--apFAB918	3023	491	363	0	0	0	0	0	3	24	574	1426	142
apFAB94--GSGV_RBS	3020	660	431	0	0	0	57	686	985	201	0	0	0
apFAB53--BBa_J61127	3019	436	352	0	0	0	36	0	23	82	710	1129	251
apFAB45--BBa_J61119	3015	538	408	0	0	0	0	41	851	809	357	11	0
apFAB46--apFAB867	3014	304	211	1	0	0	0	0	0	0	180	1875	443
apFAB65--apFAB848	3014	768	481	0	0	0	0	0	0	6	16	0	1743
apFAB82--JBEI_RBS	3011	573	442	0	0	0	0	0	4	23	0	197	1772
apFAB321--apFAB842	3009	807	520	0	0	0	0	1	0	0	63	644	974
apFAB79--BBa_J61107	3009	663	434	0	25	300	763	741	21	55	1	6	0
apFAB96--BBa_J61109	3006	639	439	36	182	1070	537	103	0	0	0	0	0
pLlacO1--apFAB895	3005	666	452	0	0	172	645	811	232	27	0	0	0
apFAB61--apFAB861	3005	627	413	1	0	0	0	0	0	0	1	298	1665
apFAB342--Bujard_RBS	3004	846	543	0	27	0	0	0	0	0	1	28	1559
apFAB338--salis-3-3	3002	638	446	0	0	0	0	0	0	0	23	5	1890
apFAB94--salis-4-7	2999	534	361	0	0	0	0	1	0	25	636	1442	0
galP1--JBEI_RBS	2999	628	426	33	0	0	3	37	242	827	694	109	0
apFAB31--apFAB883	2999	394	234	0	0	1	1	0	0	85	348	1642	294
BBa_J23104--salis-1-3	2998	599	393	0	0	0	0	0	0	0	1	882	1123
apFAB347--apFAB839	2998	592	453	0	0	43	0	0	0	0	8	470	1432
apFAB61--apFAB831	2995	879	620	0	0	0	0	0	0	1	0	0	1495
apFAB48--BBa_J61132	2994	760	515	0	0	117	321	891	339	1	49	1	0
apFAB47--apFAB869	2994	543	322	1	0	0	0	0	63	502	1026	536	1
apFAB77--salis-1-3	2993	694	572	0	1	2	0	0	0	0	0	9	1715
apFAB38--Bujard_RBS	2990	716	490	0	0	0	0	0	7	11	63	105	1598
PLTETo1--apFAB903	2990	574	443	0	0	0	1	18	669	959	314	0	12
apFAB65--apFAB857	2989	838	575	1	0	0	0	34	0	35	101	48	1357
apFAB44--salis-3-11	2988	702	624	44	317	922	255	54	70	0	0	0	0
apFAB53--apFAB927	2988	536	405	0	0	2	2	0	374	1357	312	0	0
apFAB67--B0032_RBS	2986	583	401	0	0	0	0	0	1	16	140	1291	554
apFAB103--BBa_J61133	2984	1154	1014	400	264	89	11	0	0	28	24	0	0
apFAB124--apFAB872	2984	1507	1072	217	65	120	0	1	0	2	0	0	0
apFAB48--apFAB895	2984	621	443	0	1	20	268	1248	316	67	0	0	0
apFAB32--apFAB927	2981	549	359	0	0	0	1	0	0	34	282	1539	217
apFAB139--apFAB821	2981	1289	1284	297	68	23	0	20	0	0	0	0	0
apFAB93--apFAB895	2980	668	433	0	0	0	2	0	0	68	304	1409	96
apFAB42--apFAB867	2979	295	251	0	0	0	0	0	0	312	764	1295	62
apFAB321--salis-1-21	2978	779	578	0	0	0	0	0	2	1	0	0	1618
pLlacO1--apFAB867	2977	704	479	1	0	0	31	645	593	460	15	49	0
lacUV5--salis-4-7	2977	669	530	154	155	849	279	153	46	38	104	0	0
apFAB53--apFAB922	2976	576	441	0	1	135	561	830	200	108	124	0	0
apFAB32--BBa_J61133	2975	697	508	127	209	882	474	78	0	0	0	0	0
apFAB92--GSGV_RBS	2973	669	442	0	35	621	779	276	150	0	0	0	1
apFAB79--apFAB856	2973	502	415	0	0	0	0	0	0	0	26	254	1776
apFAB347--salis-1-21	2973	812	493	0	0	0	0	0	0	0	0	0	1668
apFAB81--BBa_J61125	2972	1176	870	306	292	110	0	54	36	0	77	0	51
apFAB93--apFAB922	2970	1022	672	0	13	15	153	615	480	0	0	0	0
J23101--salis-4-2	2970	780	534	1	0	0	0	0	1	0	79	118	1457
apFAB56--BBa_J61132	2969	441	370	0	0	0	0	0	0	1	0	92	2065
lacUV5--apFAB832	2968	622	443	0	0	0	2	96	1101	553	65	84	2
apFAB30--BBa_J61103	2968	992	1079	389	191	184	0	131	1	0	0	1	0
apFAB40--BBa_J61113	2968	455	295	0	0	0	0	0	32	33	61	1335	757
apFAB80--apFAB868	2966	516	330	0	0	0	0	0	35	810	926	187	162
apFAB67--BBa_J61104	2965	548	420	0	24	0	0	0	0	1	40	1282	650
apFAB33--apFAB848	2964	644	521	28	0	0	0	0	9	2	33	1280	447
apFAB93--apFAB918	2961	635	466	1	0	0	26	0	11	102	394	1170	156
pT7A1--BBa_J61120	2958	819	822	579	331	364	0	24	0	0	19	0	0
apFAB75--apFAB917	2958	615	381	0	0	0	0	0	3	1	3	19	1936
apFAB323--apFAB863	2958	717	454	0	0	0	0	0	0	0	0	61	1726
apFAB95--BBa_J61130	2956	566	364	0	0	3	26	6	360	1041	590	0	0
apFAB100--BBa_J61137	2954	439	337	1	0	0	0	0	57	684	1121	304	11
apFAB85--apFAB917	2953	521	367	0	0	0	0	0	0	0	103	1487	475
apFAB103--apFAB910	2949	429	303	0	0	0	0	0	0	0	49	968	1200
apFAB32--apFAB845	2947	481	344	0	0	0	0	0	9	0	5	756	1352
apFAB341--BBa_J61111	2946	672	426	0	1	0	0	21	4	0	106	949	767
apFAB125--salis-1-1	2946	653	500	0	1	0	0	0	1	0	2	0	1789
apFAB345--apFAB863	2945	531	370	2	0	1	0	0	1	0	8	227	1805
lacUV5--BBa_J61101	2942	1127	1269	259	105	125	25	0	0	1	31	0	0
apFAB140--apFAB895	2942	780	500	0	0	0	56	726	711	103	66	0	0
apFAB62--apFAB851	2942	767	490	0	0	0	28	0	0	0	10	0	1647
apFAB31--BBa_J61109	2941	703	711	203	416	562	277	46	3	14	0	0	6
apFAB101--BBa_J61107	2941	425	335	0	0	0	0	0	3	5	338	1081	754
apFAB81--BBa_J61112	2940	1142	1257	169	168	51	49	49	4	0	51	0	0
apFAB321--salis-4-2	2940	872	621	0	0	0	0	0	0	0	0	47	1400
apFAB79--apFAB826	2940	413	305	0	0	0	0	1	0	120	310	1480	311
BBa_J23119--BBa_J61107	2939	924	571	0	0	0	0	0	0	170	691	583	0
pLlacO1--apFAB892	2937	742	480	13	0	4	294	675	377	303	49	0	0
PLTETo1--apFAB843	2937	580	567	490	578	665	34	8	0	1	14	0	0
apFAB31--BBa_J61129	2936	459	291	0	0	1	0	0	344	1068	772	0	1
apFAB49--BBa_J61137	2935	1007	937	491	334	106	0	59	0	0	1	0	0
apFAB323--apFAB833	2935	514	417	0	0	0	0	0	0	3	0	1	2000
apFAB42--BBa_J61125	2933	620	455	24	169	1001	493	138	17	0	16	0	0
apFAB56--apFAB857	2930	498	359	0	0	0	0	0	27	2	0	0	2044
BBa_J23102--JBEI_RBS	2928	798	565	0	0	0	0	0	13	0	0	79	1473
apFAB103--apFAB884	2927	536	347	1	1	0	1	69	697	1012	241	22	0
apFAB81--BBa_J61130	2926	790	1030	469	277	332	0	0	0	0	28	0	0
apFAB79--BBa_J61118	2925	714	437	0	0	74	793	748	125	34	0	0	0
apFAB36--GSGV_RBS	2925	573	353	0	1	1	0	15	974	820	188	0	0
apFAB345--apFAB851	2925	716	479	0	9	0	0	0	0	0	1	67	1653
apFAB347--apFAB916	2925	675	449	1	0	0	1	0	1	0	0	16	1782
apFAB32--GSGV_RBS	2924	331	241	0	1	38	0	10	29	784	993	401	96
pT7A1--BBa_J61103	2923	642	424	24	0	83	125	734	741	149	0	1	0
apFAB322--JBEI_RBS	2923	716	477	0	0	0	0	0	0	0	0	0	1730
lacUV5--apFAB862	2922	720	457	1	0	199	487	748	309	1	0	0	0
apFAB115--salis-3-3	2922	581	454	0	0	0	0	0	0	0	20	168	1699
apFAB48--apFAB917	2920	487	379	0	0	0	1	0	0	0	0	49	2004
pLlacO1--salis-4-7	2919	425	297	0	0	0	1	0	92	476	689	939	0
apFAB93--apFAB873	2919	866	623	0	0	0	0	46	750	496	133	0	5
apFAB82--BBa_J61115	2918	725	516	0	0	368	529	694	82	3	1	0	0
apFAB140--BBa_J61139	2915	587	500	47	1	173	574	596	321	114	2	0	0
BBa_J23103--apFAB922	2915	1132	1141	303	147	54	14	67	27	0	30	0	0
apFAB89--apFAB861	2915	656	443	0	4	18	7	158	1093	424	111	0	1
apFAB39--Anderson_RBS	2913	597	411	0	0	0	0	1	1	4	538	1319	42
apFAB31--apFAB867	2909	527	335	0	0	1	0	47	675	1054	91	179	0
apFAB45--BBa_J61130	2909	678	522	0	1	0	42	556	849	204	56	1	0
PLTETo1--BBa_J61103	2908	588	433	1	1	38	685	958	182	22	0	0	0
apFAB62--salis-2-4	2907	408	288	0	0	0	1	0	1	0	1	228	1980
apFAB31--BBa_J61119	2907	642	415	0	1	1	31	565	535	457	260	0	0
apFAB115--JBEI_RBS	2904	778	561	0	0	1	0	0	0	5	0	21	1538
apFAB140--apFAB843	2903	666	650	137	198	933	268	50	0	0	0	1	0
apFAB345--apFAB839	2903	763	461	0	0	1	0	0	1	0	0	35	1642
PLTETo1--BBa_J61119	2903	549	355	1	41	167	764	730	248	47	0	0	1
apFAB75--apFAB842	2902	595	423	0	0	0	0	0	0	0	0	6	1878
pTrc*--salis-4-4	2901	437	335	0	0	1	0	0	0	25	191	1800	112
apFAB95--apFAB873	2901	611	460	0	0	0	0	26	813	742	249	0	0
apFAB29--BBa_J61118	2898	634	383	191	434	1004	160	90	0	0	0	2	0
apFAB52--salis-4-10	2898	394	264	0	0	0	0	1	0	21	510	1344	364
apFAB79--BBa_J61133	2897	734	615	543	368	518	92	1	0	26	0	0	0
apFAB101--apFAB927	2897	475	321	0	0	0	0	0	0	0	21	1402	678
apFAB53--salis-4-10	2895	415	297	0	2	0	0	0	0	0	1	236	1944
apFAB100--BBa_J61101	2891	631	421	0	0	0	0	132	634	505	568	0	0
apFAB33--apFAB833	2891	631	398	0	0	0	2	0	0	31	12	194	1623
