Name	Total	Bin 1	Bin 2	Bin 3	Bin 4	Bin 5	Bin 6	Bin 7	Bin 8	Bin 9	Bin 10	Bin 11	Bin 12
apFAB36--GSG_RBS	1705	1	44	0	0	0	0	0	0	1	3	235	1421
apFAB79--Anderson_RBS	1704	0	2	0	0	0	0	1	363	1097	240	0	1
apFAB87--salis-4-4	1704	0	0	1	0	251	520	782	150	0	0	0	0
BBa_J23114--BBa_J61118	1703	474	574	225	105	220	36	68	0	1	0	0	0
apFAB32--BBa_J61129	1701	14	35	0	0	36	112	525	746	191	41	0	1
apFAB67--apFAB918	1700	6	0	24	0	0	0	0	0	252	936	339	143
apFAB30--BBa_J61103	1699	238	564	389	191	184	0	131	1	0	0	1	0
apFAB67--apFAB909	1699	0	0	0	0	0	0	0	0	0	0	54	1645
apFAB139--BBa_J61130	1699	416	663	306	183	99	0	16	0	0	16	0	0
apFAB36--BBa_J61133	1698	0	0	0	0	43	406	863	269	0	0	117	0
apFAB139--salis-3-3	1698	282	585	274	281	183	0	79	14	0	0	0	0
apFAB75--Alon_RBS	1697	0	0	0	0	0	0	0	0	0	0	5	1692
apFAB92--apFAB892	1696	0	0	0	0	1	254	645	655	98	43	0	0
apFAB46--BBa_J61103	1696	6	1	0	0	0	0	0	0	252	974	463	0
apFAB130--apFAB873	1694	356	733	211	124	49	3	93	0	0	125	0	0
apFAB46--apFAB827	1694	0	0	1	0	0	0	0	0	1	58	188	1446
apFAB95--apFAB856	1694	0	0	0	0	1	0	0	0	1	0	35	1657
apFAB87--BBa_J61109	1693	210	771	350	186	77	2	27	0	0	70	0	0
apFAB322--B0030_RBS	1693	8	37	1	10	0	10	0	0	1	17	6	1603
apFAB94--BBa_J61107	1693	0	47	23	52	475	836	241	0	19	0	0	0
apFAB36--BBa_J61108	1693	0	1	0	0	0	0	0	1	0	159	1129	403
apFAB114--B0032_RBS	1692	529	559	288	202	0	0	94	1	0	19	0	0
PLTETo1--BBa_J61127	1691	0	0	1	0	0	0	2	105	742	592	249	0
apFAB93--BBa_J61113	1691	0	1	1	0	0	44	0	0	460	737	448	0
apFAB321--salis-1-21	1691	0	70	0	0	0	0	0	2	1	0	0	1618
pLlacO1--BBa_J61118	1691	4	63	126	111	798	390	105	39	0	17	38	0
PLTETo1--BBa_J61124	1688	81	463	365	457	189	33	30	0	4	66	0	0
apFAB345--salis-1-21	1688	3	0	0	0	0	0	0	0	0	0	1	1684
apFAB36--BBa_J61107	1688	0	0	0	1	0	0	40	361	857	426	3	0
apFAB321--apFAB842	1687	5	0	0	0	0	0	1	0	0	63	644	974
apFAB62--apFAB851	1685	0	0	0	0	0	28	0	0	0	10	0	1647
apFAB32--apFAB866	1684	1	0	0	0	0	0	0	37	953	571	122	0
apFAB53--BBa_J61133	1684	417	563	239	266	76	0	7	58	33	25	0	0
apFAB33--apFAB910	1684	0	0	0	0	0	4	0	0	573	848	259	0
apFAB42--BBa_J61126	1683	0	0	0	0	0	0	0	21	504	655	503	0
apFAB95--BBa_J61107	1682	0	0	0	0	0	0	0	0	331	804	547	0
apFAB44--Anderson_RBS	1682	1	0	0	0	0	0	0	9	166	200	1204	102
apFAB46--apFAB831	1679	0	0	0	0	0	0	0	0	1	0	0	1678
apFAB345--apFAB839	1679	0	0	0	0	1	0	0	1	0	0	35	1642
apFAB45--BBa_J61103	1678	9	0	1	0	16	265	645	529	69	144	0	0
apFAB80--apFAB862	1678	22	0	1	1	0	1	0	0	11	32	482	1128
apFAB45--BBa_J61115	1678	4	0	1	0	0	0	0	0	0	75	1318	280
apFAB29--BBa_J61136	1678	400	599	352	163	19	36	30	0	5	74	0	0
apFAB82--BBa_J61115	1677	0	0	0	0	368	529	694	82	3	1	0	0
pLlacO1--BBa_J61130	1676	20	59	270	409	748	135	35	0	0	0	0	0
apFAB347--salis-1-21	1676	8	0	0	0	0	0	0	0	0	0	0	1668
apFAB321--BBa_J61139	1675	438	512	459	46	42	0	40	0	0	138	0	0
apFAB64--apFAB844	1675	2	0	0	0	0	404	823	404	42	0	0	0
apFAB341--Anderson_RBS	1672	0	4	0	0	0	0	0	0	1	1	33	1633
apFAB149--salis-1-10	1671	285	529	317	180	240	0	53	0	0	66	0	1
apFAB36--apFAB867	1670	0	28	0	0	0	0	0	24	483	746	389	0
apFAB46--B0032_RBS	1669	0	0	0	0	0	0	0	0	0	1	380	1288
apFAB42--apFAB927	1669	1	0	0	12	1	0	0	0	1	53	1196	405
apFAB81--BBa_J61129	1669	0	0	0	0	515	775	274	32	0	1	72	0
apFAB85--BBa_J61132	1669	0	1	0	1	0	0	0	0	1	81	1101	484
apFAB96--BBa_J61128	1668	0	1	0	0	0	0	0	28	671	680	288	0
apFAB345--salis-2-4	1665	0	0	0	0	1	0	1	1	0	5	225	1432
BBa_J23113--BBa_J61107	1665	468	492	281	101	323	0	0	0	0	0	0	0
apFAB45--BBa_J61126	1664	0	0	0	0	0	0	0	1	540	492	631	0
apFAB46--BBa_J61139	1664	0	0	1	0	1	0	36	331	974	320	1	0
pTrc*--BBa_J61137	1664	0	0	0	0	0	0	0	1	0	0	117	1546
apFAB81--BBa_J61118	1664	474	666	192	71	131	67	51	2	1	2	7	0
apFAB115--B0030_RBS	1664	1	0	14	5	0	0	0	0	2	18	0	1624
J23101--salis-4-2	1664	8	0	1	0	0	0	0	1	0	79	118	1457
apFAB48--apFAB863	1663	0	0	0	0	0	0	0	0	5	60	907	691
apFAB80--apFAB895	1663	0	0	0	0	0	0	6	0	35	328	955	339
apFAB93--GSGV_RBS	1663	0	0	0	0	0	0	0	0	76	479	1108	0
pT7A1--apFAB895	1662	0	0	0	0	0	0	1	0	792	796	73	0
apFAB140--apFAB895	1662	0	0	0	0	0	56	726	711	103	66	0	0
apFAB48--apFAB834	1662	0	1	0	0	0	0	0	0	1	1	34	1625
apFAB38--BBa_J61133	1662	302	572	279	286	70	68	42	0	0	43	0	0
apFAB29--BBa_J61124	1661	449	760	204	115	54	0	0	0	60	19	0	0
apFAB66--apFAB914	1660	0	0	1	22	0	0	23	905	552	94	63	0
pTrc*--apFAB831	1660	0	0	1	0	0	0	0	0	0	45	171	1443
pTrc*--apFAB867	1658	1	0	0	0	37	472	829	279	0	0	1	39
apFAB32--apFAB901	1657	0	0	0	0	0	0	0	0	1	0	197	1459
PLTETo1--BBa_J61139	1656	20	17	232	269	748	154	122	0	0	93	1	0
apFAB82--BBa_J61122	1656	382	460	328	224	116	0	65	19	2	60	0	0
apFAB94--apFAB916	1655	0	0	0	0	0	0	0	0	0	1	84	1570
apFAB38--BBa_J61107	1654	369	490	299	318	1	124	53	0	0	0	0	0
apFAB93--BBa_J61106	1654	1	0	0	10	0	0	0	0	879	619	145	0
apFAB39--salis-1-21	1652	1	0	0	0	0	0	0	0	0	0	0	1651
apFAB124--apFAB964	1651	342	871	216	168	0	54	0	0	0	0	0	0
apFAB95--BBa_J61129	1651	0	0	0	1	0	0	0	15	0	31	1299	305
lacUV5--apFAB873	1649	223	650	402	233	70	12	0	10	0	49	0	0
apFAB139--BBa_J61104	1649	427	763	286	101	0	0	29	0	42	1	0	0
apFAB81--BBa_J61136	1648	471	456	320	136	97	12	50	43	61	2	0	0
galP1--apFAB871	1648	371	697	336	134	48	0	21	0	0	41	0	0
apFAB76--B0032_RBS	1647	1	0	0	0	34	237	866	410	61	29	0	9
apFAB97--apFAB923	1646	1	0	0	1	0	0	1	0	548	870	148	77
BBa_J23119--salis-1-21	1645	0	1	0	13	0	0	0	0	4	0	0	1627
apFAB31--BBa_J61126	1644	21	1	0	0	1	52	60	785	603	121	0	0
apFAB79--BBa_J61132	1643	0	0	0	0	0	0	0	66	942	548	86	1
apFAB29--GSGV_RBS	1643	1	50	0	0	0	0	0	68	764	669	91	0
apFAB53--apFAB842	1643	0	29	0	0	0	0	0	0	0	0	41	1573
apFAB68--BBa_J61127	1642	25	1	41	0	0	0	0	0	0	4	0	1571
apFAB85--apFAB964	1642	6	0	16	20	494	630	361	106	9	0	0	0
lacUV5--apFAB909	1642	1	2	5	2	43	145	1064	334	46	0	0	0
apFAB321--salis-2-3	1641	0	0	0	0	0	0	0	0	4	14	168	1455
apFAB29--apFAB833	1640	0	1	0	0	0	0	26	10	718	759	126	0
lacUV5--apFAB820	1640	21	0	2	39	0	84	151	931	347	65	0	0
apFAB139--BBa_J61133	1639	529	382	173	330	180	30	15	0	0	0	0	0
apFAB342--Bujard_RBS	1638	23	0	0	27	0	0	0	0	0	1	28	1559
apFAB306--B0034_RBS	1637	0	0	0	0	110	78	0	0	8	26	656	759
apFAB93--BBa_J61103	1635	8	0	0	0	26	0	260	796	396	55	4	90
apFAB52--BBa_J61131	1633	1	0	0	0	72	507	814	153	86	0	0	0
apFAB80--BBa_J61119	1631	15	75	342	347	712	101	0	0	0	39	0	0
apFAB94--BBa_J61126	1631	20	0	0	3	37	185	894	390	66	4	0	32
apFAB81--apFAB892	1631	0	1	0	0	0	0	0	0	0	4	70	1556
lacUV5--apFAB845	1629	0	0	0	19	0	11	244	1004	192	159	0	0
apFAB96--apFAB860	1629	10	0	0	0	0	0	0	0	58	286	1275	0
pT7A1--apFAB894	1628	0	0	0	1	0	0	0	2	0	354	1121	150
apFAB42--BBa_J61118	1628	0	0	0	0	215	666	701	46	0	0	0	0
apFAB66--apFAB909	1624	1	0	0	0	0	0	0	0	17	24	556	1026
galP1--apFAB964	1622	338	598	473	109	48	14	25	0	0	17	0	0
pLlacO1--BBa_J61120	1620	44	424	245	250	536	56	40	20	5	0	0	0
apFAB81--BBa_J61120	1620	24	127	75	187	864	170	89	29	1	0	0	54
apFAB36--apFAB821	1620	0	0	0	0	0	0	0	0	209	851	560	0
apFAB45--BBa_J61107	1619	11	0	0	0	0	55	69	807	677	0	0	0
apFAB96--BBa_J61111	1619	468	513	177	202	175	1	0	2	48	33	0	0
apFAB80--apFAB843	1619	1	1	1	0	0	9	954	648	3	1	0	1
apFAB42--BBa_J61130	1618	0	0	0	0	44	481	825	268	0	0	0	0
apFAB139--apFAB839	1616	267	422	275	292	204	15	0	0	56	85	0	0
apFAB31--apFAB895	1615	0	0	28	0	0	1	50	419	758	337	22	0
apFAB66--salis-2-4	1615	0	0	0	0	0	0	0	0	0	0	140	1475
apFAB39--salis-4-4	1614	0	0	0	0	0	0	0	3	0	0	404	1207
PLTETo1--apFAB964	1612	23	151	301	260	711	133	0	0	0	33	0	0
apFAB93--apFAB890	1612	1	0	0	0	0	0	0	41	980	373	216	1
apFAB96--BBa_J61139	1611	66	373	228	478	387	36	25	1	3	7	0	7
apFAB95--BBa_J61133	1608	7	0	0	0	105	753	626	113	4	0	0	0
apFAB49--BBa_J61137	1608	231	386	491	334	106	0	59	0	0	1	0	0
pTrc*--BBa_J61112	1608	0	1	0	0	0	0	0	4	2	34	48	1519
apFAB101--apFAB873	1608	0	12	1	0	37	1	66	867	521	102	0	1
apFAB53--apFAB848	1608	0	0	0	0	0	0	0	1	0	11	330	1266
apFAB80--apFAB821	1606	0	0	0	0	0	1	2	0	2	202	1333	66
apFAB149--salis-4-4	1603	533	368	391	205	76	18	11	0	0	1	0	0
apFAB53--salis-4-7	1603	0	35	1	0	0	0	0	0	0	1	51	1515
apFAB52--BBa_J61108	1599	0	1	0	0	0	0	0	0	1	310	1287	0
apFAB53--apFAB863	1599	0	0	26	1	0	0	0	0	18	0	323	1231
pT7A1--BBa_J61107	1598	0	0	0	0	1	0	0	367	768	462	0	0
galP1--DeadRBS	1598	437	479	261	276	30	7	61	9	1	37	0	0
apFAB85--apFAB871	1597	262	524	200	237	123	104	66	0	33	48	0	0
apFAB98--BBa_J61129	1597	567	543	159	235	43	0	25	0	0	25	0	0
apFAB115--JBEI_RBS	1596	9	22	0	0	1	0	0	0	5	0	21	1538
apFAB52--BBa_J61133	1595	0	29	0	0	212	833	495	25	1	0	0	0
apFAB87--BBa_J61118	1594	57	308	503	213	477	35	0	0	0	1	0	0
apFAB103--BBa_J61136	1593	298	570	335	183	62	0	33	0	59	53	0	0
apFAB31--BBa_J61136	1591	199	601	471	181	132	0	0	6	0	0	1	0
apFAB38--BBa_J61109	1590	377	357	384	243	97	17	20	0	0	95	0	0
apFAB149--apFAB826	1590	522	499	193	252	57	0	23	0	0	44	0	0
apFAB139--apFAB894	1590	322	350	538	135	19	114	112	0	0	0	0	0
apFAB32--salis-3-11	1587	0	0	0	0	18	309	766	493	0	0	1	0
apFAB46--BBa_J61119	1586	0	0	0	0	0	0	0	0	1	74	1124	387
apFAB50--BBa_J61115	1584	0	0	0	0	0	1	1	0	0	46	332	1204
apFAB93--BBa_J61104	1583	0	2	52	103	564	540	293	23	6	0	0	0
BBa_J23118--BBa_J61133	1582	429	612	239	153	74	0	0	0	0	75	0	0
apFAB33--BBa_J61128	1582	3	2	0	16	556	459	363	181	2	0	0	0
apFAB321--salis-1-5	1581	1	37	27	0	0	0	1	0	0	15	19	1481
apFAB85--BBa_J61122	1581	2	1	70	73	579	671	150	1	33	1	0	0
apFAB49--apFAB839	1579	0	0	0	0	0	33	259	703	584	0	0	0
galP1--BBa_J61130	1579	252	499	368	100	353	0	0	6	0	1	0	0
apFAB61--apFAB839	1579	0	0	0	0	29	0	0	0	0	0	53	1497
apFAB100--BBa_J61118	1578	0	2	0	0	0	19	47	575	707	227	1	0
apFAB80--BBa_J61124	1578	18	293	342	287	463	54	100	7	1	13	0	0
apFAB46--apFAB903	1578	0	0	0	0	0	0	0	0	0	404	662	512
apFAB66--apFAB857	1577	0	0	0	0	0	0	0	0	0	0	195	1382
pLlacO1--apFAB883	1576	0	0	0	1	1	0	11	288	930	345	0	0
apFAB42--BBa_J61137	1576	21	0	0	0	0	0	1	0	0	237	1024	293
apFAB65--apFAB857	1576	0	0	1	0	0	0	34	0	35	101	48	1357
pLlacO1--BBa_J61111	1575	0	1	0	0	0	0	0	184	964	425	1	0
apFAB94--BBa_J61113	1574	1	0	1	0	0	70	951	441	61	49	0	0
apFAB36--BBa_J61129	1574	0	0	1	0	0	0	0	0	0	26	554	993
lacUV5--salis-2-4	1573	5	0	0	0	0	1	32	424	760	351	0	0
apFAB92--apFAB860	1570	0	1	0	0	1	2	0	0	232	774	560	0
galP1--apFAB873	1569	398	531	372	145	0	0	84	1	38	0	0	0
apFAB82--apFAB842	1566	0	0	2	0	0	0	0	30	922	369	243	0
apFAB79--apFAB917	1566	0	0	1	0	0	0	0	0	0	0	54	1511
lacUV5--salis-3-11	1566	407	696	166	176	72	0	0	8	0	41	0	0
PLTETo1--apFAB832	1566	0	1	0	0	0	0	0	34	322	774	435	0
apFAB29--BBa_J61107	1565	0	1	48	65	795	458	150	27	0	21	0	0
BBa_J23102--JBEI_RBS	1565	0	0	0	0	0	0	0	13	0	0	79	1473
apFAB42--apFAB894	1563	18	0	0	56	0	0	0	0	0	1	133	1355
apFAB81--apFAB862	1563	0	46	0	0	0	0	0	0	12	30	980	495
apFAB45--BBa_J61127	1562	0	0	0	0	1	0	0	2	0	9	587	963
apFAB80--apFAB861	1561	3	0	0	0	0	0	0	0	0	43	1018	497
apFAB81--BBa_J61125	1560	366	268	306	292	110	0	54	36	0	77	0	51
apFAB50--apFAB831	1559	6	0	0	0	0	0	0	0	0	6	0	1547
apFAB82--BBa_J61109	1559	324	598	311	146	54	0	19	0	0	107	0	0
apFAB134--salis-2-4	1559	322	548	443	163	39	0	0	0	3	41	0	0
apFAB29--apFAB844	1558	0	1	0	0	0	0	0	0	97	453	1007	0
apFAB87--BBa_J61107	1558	359	439	181	355	78	16	85	0	0	44	1	0
apFAB53--apFAB923	1558	0	0	0	1	0	0	0	0	2	0	116	1439
apFAB76--apFAB884	1557	6	0	0	0	0	0	0	0	1	14	3	1533
apFAB63--salis-1-5	1556	1	0	0	1	1	0	0	0	0	12	0	1541
apFAB338--salis-1-10	1555	0	0	26	0	0	0	2	0	3	0	1	1523
apFAB31--BBa_J61125	1555	366	567	149	220	203	0	0	15	0	35	0	0
apFAB29--apFAB916	1555	0	0	0	0	0	0	1	1	0	0	639	914
apFAB50--BBa_J61139	1553	5	1	11	0	19	332	884	152	0	149	0	0
apFAB97--BBa_J61107	1553	453	545	175	238	5	72	6	0	0	59	0	0
apFAB40--apFAB918	1553	0	1	0	0	0	0	0	4	206	629	713	0
apFAB48--salis-1-21	1552	0	0	0	0	0	0	0	0	0	13	101	1438
pLlacO1--apFAB864	1551	177	435	255	316	261	74	32	0	1	0	0	0
apFAB96--apFAB862	1550	1	19	0	0	0	0	0	1	23	240	1020	246
apFAB98--BBa_J61115	1549	325	610	360	88	97	0	45	24	0	0	0	0
apFAB134--apFAB848	1547	468	474	104	183	172	3	32	0	0	0	0	111
apFAB39--apFAB873	1546	15	0	0	1	185	650	596	37	62	0	0	0
apFAB45--BBa_J61128	1546	1	1	0	0	0	0	46	802	458	238	0	0
apFAB81--apFAB867	1544	2	0	0	1	0	0	0	0	42	104	972	423
lacUV5--BBa_J61115	1542	1	31	0	42	23	404	803	211	0	27	0	0
apFAB81--BBa_J61107	1542	237	658	323	193	120	0	0	0	0	10	1	0
apFAB81--BBa_J61126	1542	283	583	131	199	114	45	127	49	0	11	0	0
apFAB65--salis-2-4	1540	0	0	0	0	0	0	0	0	0	20	40	1480
apFAB79--salis-4-10	1540	2	1	0	0	0	0	0	0	0	0	5	1532
apFAB33--BBa_J61115	1539	0	0	37	0	1	0	40	310	557	594	0	0
apFAB321--B0030_RBS	1539	0	12	0	0	0	1	0	0	0	0	2	1524
apFAB103--apFAB918	1539	7	0	0	0	71	113	538	748	3	57	0	2
apFAB32--apFAB832	1538	0	2	0	0	0	0	0	0	0	0	0	1536
apFAB36--apFAB901	1536	18	76	18	0	0	0	0	1	2	21	141	1259
apFAB134--apFAB923	1534	358	526	260	206	139	0	0	45	0	0	0	0
apFAB89--salis-3-3	1533	0	0	1	0	0	0	0	14	292	831	395	0
apFAB68--BBa_J61113	1531	6	0	0	0	0	0	0	0	0	4	0	1521
apFAB77--salis-1-21	1529	16	0	0	0	0	0	0	0	2	0	11	1500
BBa_J23115--BBa_J61129	1529	563	466	249	169	38	0	43	0	0	0	1	0
BBa_J23100--Invitrogen_RBS	1529	1	5	25	0	0	0	1	0	4	0	47	1446
apFAB29--apFAB832	1528	0	0	1	0	0	0	130	834	561	2	0	0
apFAB54--BBa_J61113	1527	17	14	49	0	0	0	0	0	1	43	0	1403
apFAB95--BBa_J61101	1526	0	0	0	0	0	0	0	147	779	390	210	0
apFAB54--BBa_J61112	1526	1	0	1	0	0	0	0	0	0	0	211	1313
apFAB81--apFAB883	1525	2	0	0	0	0	0	0	0	0	0	63	1460
pLlacO1--BBa_J61139	1524	168	374	367	306	243	13	25	26	0	2	0	0
apFAB44--apFAB861	1524	0	0	0	0	0	0	0	1	0	56	522	945
apFAB100--apFAB827	1524	6	0	0	0	0	0	0	0	0	16	207	1295
apFAB93--BBa_J61124	1524	0	0	0	0	0	82	274	966	197	0	4	1
lacUV5--apFAB839	1523	0	0	0	1	0	0	0	30	230	815	447	0
apFAB62--apFAB917	1523	0	1	0	0	0	1	3	2	0	1	12	1503
apFAB31--BBa_J61122	1523	56	159	369	483	342	67	46	1	0	0	0	0
apFAB101--apFAB821	1523	0	0	0	0	0	0	0	0	0	0	300	1223
apFAB101--BBa_J61124	1522	0	0	0	31	0	3	0	0	0	428	909	151
apFAB79--GSGV_RBS	1520	0	0	0	0	0	0	3	0	601	619	297	0
apFAB77--salis-1-1	1520	9	0	0	0	0	0	0	0	0	6	120	1385
BBa_J23114--BBa_J61139	1519	448	498	291	114	29	49	30	0	0	60	0	0
apFAB66--apFAB837	1518	0	0	0	0	0	0	1	0	0	0	0	1517
apFAB62--apFAB863	1517	0	0	0	0	1	0	0	2	3	0	245	1266
apFAB31--apFAB869	1516	6	2	0	0	0	179	678	428	126	31	66	0
apFAB139--BBa_J61122	1515	439	515	235	246	59	0	21	0	0	0	0	0
apFAB87--BBa_J61106	1514	216	203	425	167	308	135	2	20	0	38	0	0
apFAB321--B0034_RBS	1514	3	4	10	2	5	0	1	1	0	25	780	683
apFAB79--apFAB871	1513	5	1	205	211	647	365	71	0	0	0	0	8
apFAB321--salis-1-10	1513	0	15	0	0	1	0	0	0	0	12	0	1485
apFAB42--BBa_J61133	1512	208	459	366	223	207	38	10	0	0	1	0	0
apFAB81--apFAB914	1512	0	0	0	0	0	0	1	16	111	785	468	131
BBa_J23119--salis-2-3	1512	0	0	0	0	0	0	0	0	0	0	0	1512
galP1--BBa_J61125	1511	372	428	279	231	180	21	0	0	0	0	0	0
apFAB80--BBa_J61111	1510	0	35	0	0	0	0	7	0	164	454	764	86
apFAB345--apFAB904	1510	1	0	0	0	0	0	1	0	0	1	0	1507
apFAB93--BBa_J61126	1510	0	0	0	0	0	0	0	23	791	495	201	0
BBa_J23119--Plotkin_RBS	1509	0	0	0	0	0	0	0	1	0	0	0	1508
apFAB93--BBa_J61109	1507	0	0	1	0	0	0	0	4	900	540	62	0
apFAB31--BBa_J61115	1506	0	0	0	0	0	0	0	68	924	384	130	0
apFAB32--BBa_J61101	1505	0	0	0	0	32	592	667	184	29	1	0	0
apFAB97--BBa_J61122	1505	6	0	0	16	107	409	730	237	0	0	0	0
galP1--apFAB831	1504	6	1	34	0	11	563	612	277	0	0	0	0
apFAB45--BBa_J61139	1504	13	0	0	0	0	322	774	394	0	0	1	0
apFAB101--apFAB862	1504	1	0	0	0	0	0	0	0	0	0	678	825
apFAB29--apFAB964	1503	16	50	244	227	576	178	209	0	3	0	0	0
pLlacO1--apFAB820	1503	0	0	0	0	0	0	0	17	155	878	453	0
apFAB96--BBa_J61107	1503	0	0	0	0	0	0	2	435	544	317	205	0
apFAB68--BBa_J61132	1502	2	0	0	1	0	0	0	0	0	0	0	1499
apFAB94--BBa_J61101	1501	414	625	209	103	29	23	35	18	0	45	0	0
apFAB76--salis-1-10	1500	3	0	0	0	0	0	0	1	0	0	0	1496
apFAB44--BBa_J61126	1499	1	0	1	0	0	16	531	729	138	83	0	0
apFAB97--salis-2-4	1499	13	0	0	0	0	0	0	0	0	1	174	1311
apFAB49--salis-3-11	1499	240	164	520	369	169	36	0	0	0	0	0	1
apFAB29--BBa_J61125	1498	386	359	410	185	106	2	17	33	0	0	0	0
pTrc*--BBa_J61115	1498	1	0	0	0	0	1	1	0	0	0	227	1268
apFAB130--BBa_J61109	1498	367	624	224	90	183	10	0	0	0	0	0	0
apFAB61--apFAB831	1497	1	0	0	0	0	0	0	0	1	0	0	1495
apFAB79--BBa_J61139	1496	1	0	35	100	503	639	217	1	0	0	0	0
apFAB67--apFAB820	1496	0	0	0	0	0	0	0	0	0	0	102	1394
pLlacO1--BBa_J61115	1496	0	0	0	0	0	0	16	302	767	408	0	3
apFAB81--BBa_J61133	1495	232	563	479	124	43	0	54	0	0	0	0	0
apFAB40--BBa_J61137	1494	0	0	0	0	0	0	0	0	6	3	228	1257
apFAB94--apFAB848	1494	1	0	0	0	0	0	0	0	0	1	110	1382
apFAB32--apFAB883	1494	3	0	0	0	1	0	1	0	0	0	852	637
apFAB65--Alon_RBS	1494	0	0	1	0	0	0	0	0	0	0	0	1493
apFAB82--salis-3-11	1494	344	518	189	202	106	6	0	0	0	0	129	0
pLlacO1--BBa_J61128	1490	0	0	4	0	23	571	715	111	27	0	39	0
apFAB93--apFAB964	1490	0	0	1	9	288	628	450	96	16	1	1	0
apFAB80--BBa_J61128	1489	0	0	0	0	0	1	0	486	730	205	0	67
galP1--BBa_J61134	1489	336	548	252	222	95	0	0	0	0	36	0	0
apFAB92--apFAB869	1488	0	0	0	0	1	12	68	701	602	52	52	0
lacUV5--apFAB854	1488	1	3	144	189	694	274	129	0	6	47	0	1
apFAB36--BBa_J61126	1488	0	0	1	0	0	0	0	0	0	135	831	521
apFAB98--salis-4-4	1488	17	0	0	28	40	250	667	486	0	0	0	0
pTrc*--salis-4-10	1487	0	0	0	0	0	0	0	0	36	14	126	1311
apFAB92--apFAB827	1486	0	0	0	0	0	0	0	0	0	1	399	1086
apFAB66--apFAB916	1485	2	1	18	0	0	0	0	0	6	20	0	1438
apFAB38--JBEI_RBS	1485	0	0	0	0	0	0	0	0	0	0	120	1365
apFAB100--apFAB927	1484	0	0	0	0	0	17	0	9	50	514	605	289
apFAB62--salis-1-1	1484	0	3	0	0	1	0	1	0	0	6	0	1473
apFAB92--apFAB918	1484	0	0	0	0	0	95	528	627	230	3	1	0
apFAB61--BBa_J61111	1484	0	0	0	0	0	0	0	0	0	0	4	1480
apFAB85--Alon_RBS	1483	8	1	0	0	0	0	0	0	0	0	111	1363
lacUV5--apFAB843	1483	311	406	422	171	83	8	4	77	0	0	0	1
apFAB93--apFAB914	1481	0	13	0	0	0	0	42	637	686	103	0	0
apFAB62--apFAB904	1481	0	0	0	0	0	1	0	0	0	5	0	1475
apFAB124--JBEI_RBS	1481	382	709	144	191	55	0	0	0	0	0	0	0
apFAB79--BBa_J61111	1480	2	1	0	0	1	0	0	1	126	676	673	0
pT7A1--BBa_J61130	1480	0	0	0	0	0	526	836	118	0	0	0	0
lacUV5--salis-1-3	1480	0	0	0	0	0	0	23	44	272	1057	84	0
apFAB96--apFAB909	1479	0	0	0	0	0	1	0	1	0	0	216	1261
apFAB65--apFAB917	1479	14	17	0	0	1	1	11	5	0	0	31	1399
apFAB46--apFAB826	1479	0	0	0	0	0	0	0	1	0	23	608	847
apFAB31--apFAB827	1478	20	0	0	26	1	0	0	0	0	27	558	846
apFAB79--BBa_J61112	1477	0	0	1	0	0	0	0	0	1	88	1142	245
apFAB40--BBa_J61109	1476	0	0	0	0	0	0	0	0	312	591	573	0
apFAB81--BBa_J61112	1475	296	638	169	168	51	49	49	4	0	51	0	0
apFAB45--BBa_J61122	1475	0	1	0	0	0	0	2	0	0	0	429	1043
apFAB36--apFAB862	1475	0	0	0	0	0	0	0	1	1	5	993	475
pTrc*--BBa_J61127	1474	7	0	0	0	0	0	0	0	0	0	38	1429
apFAB338--GSGV_RBS	1473	16	22	37	281	922	13	0	13	123	46	0	0
apFAB149--apFAB864	1473	480	588	234	91	69	0	0	10	1	0	0	0
PLTETo1--apFAB867	1472	0	1	1	0	0	12	0	542	753	98	65	0
apFAB85--salis-4-10	1472	0	1	0	0	38	0	0	0	0	46	95	1292
apFAB52--apFAB845	1472	1	0	0	0	0	0	0	0	0	1	525	945
apFAB96--apFAB865	1469	10	0	0	0	0	0	0	0	1	8	0	1450
apFAB338--salis-1-5	1467	0	0	0	0	0	0	0	0	4	0	7	1456
apFAB103--BBa_J61133	1467	253	398	400	264	89	11	0	0	28	24	0	0
apFAB33--B0030_RBS	1466	0	1	0	0	0	0	0	0	0	1	56	1408
lacUV5--BBa_J61101	1465	269	650	259	105	125	25	0	0	1	31	0	0
apFAB56--BBa_J61110	1465	0	0	0	0	0	0	0	0	0	19	765	681
apFAB81--B0034_RBS	1464	0	0	0	0	0	0	0	0	1	0	40	1423
apFAB44--BBa_J61111	1460	1	0	0	1	1	39	58	649	570	141	0	0
apFAB81--BBa_J61111	1459	227	607	287	212	68	35	0	23	0	0	0	0
apFAB96--GSGV_RBS	1458	0	0	0	0	1	0	0	66	1122	246	23	0
pLlacO1--GSGV_RBS	1456	2	43	105	304	887	79	36	0	0	0	0	0
apFAB39--apFAB863	1455	0	0	0	0	0	0	0	0	1	53	8	1393
PLTETo1--apFAB864	1455	62	314	309	275	481	13	1	0	0	0	0	0
apFAB129--salis-4-2	1454	1	2	0	0	0	0	0	71	651	406	323	0
apFAB93--BBa_J61111	1453	0	0	0	0	0	18	53	592	647	52	91	0
apFAB46--apFAB860	1452	14	0	0	0	0	0	0	0	0	0	218	1220
apFAB52--BBa_J61111	1451	0	0	0	0	0	0	0	233	828	389	1	0
